                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.2672,                 5.2718,                 1.7786,                0.00033,                    0.1,                0.00019,                  4e-05,                  1.846,                 5.9968,                 2.1603,                 0.0001,                 0.0001,                 0.0001
                      2,                  1.999,                 5.0497,                 1.7815,                  0.001,                    0.3,                0.00071,                0.00038,                 2.0324,                 5.6982,                 1.8147,             0.00021891,             0.00021891,             0.00021891
                      3,                 1.6614,                 3.9782,                 1.3672,                  0.002,                    0.6,                 0.0022,                0.00103,                 1.6055,                 4.9896,                 1.3192,             0.00033663,             0.00033663,             0.00033663
                      4,                 1.6251,                 3.2383,                  1.274,                0.00267,                    0.8,                 0.1987,                0.07946,                  1.833,                 4.5525,                 1.3403,             0.00045317,             0.00045317,             0.00045317
                      5,                 1.5742,                 2.9862,                 1.2526,                  0.003,                    0.9,                0.07387,                0.03515,                 1.5772,                 4.5084,                 1.2611,             0.00056852,             0.00056852,             0.00056852
                      6,                 1.5107,                 2.9291,                 1.2751,                  0.003,                    0.9,                0.05404,                0.02624,                 1.7105,                 4.5512,                 1.2728,             0.00068267,             0.00068267,             0.00068267
                      7,                  1.601,                 2.7262,                 1.3548,                0.00267,                    0.8,                0.00374,                0.00157,                 1.6398,                 4.9523,                 1.3324,             0.00079565,             0.00079565,             0.00079565
                      8,                  1.597,                  2.532,                 1.2445,                0.00233,                    0.7,                0.00641,                0.00323,                 1.7279,                 4.5692,                  1.226,             0.00090743,             0.00090743,             0.00090743
                      9,                 1.6847,                 2.5526,                 1.3274,                0.17519,                    0.2,                 0.2193,                0.12243,                 1.6232,                 4.3312,                 1.3623,               0.001018,               0.001018,               0.001018
                     10,                  1.508,                 2.3067,                 1.2548,                0.22591,                    0.3,                0.29609,                0.14719,                 1.8215,                 4.4079,                 1.5491,              0.0011274,              0.0011274,              0.0011274
                     11,                 1.5815,                 2.3907,                 1.2233,                0.85406,                    0.3,                0.29765,                0.13806,                 1.6712,                 3.9827,                 1.6053,              0.0012357,              0.0012357,              0.0012357
                     12,                 1.5076,                 2.0836,                 1.2619,                0.90775,                    0.3,                0.46136,                 0.2097,                 1.5364,                 3.5733,                  1.434,              0.0013427,              0.0013427,              0.0013427
                     13,                 1.3874,                 2.3886,                  1.181,                      1,                0.42698,                0.62388,                0.24855,                 1.9654,                 3.0115,                   1.76,              0.0014485,              0.0014485,              0.0014485
                     14,                 1.3316,                 2.1719,                 1.2036,                      1,                0.41091,                0.58647,                0.28914,                 1.6739,                 3.1313,                 1.4118,              0.0015532,              0.0015532,              0.0015532
                     15,                 1.4201,                  2.193,                 1.2403,                0.80805,                0.42415,                0.61904,                0.35947,                 1.6457,                 2.5609,                 1.3199,              0.0016566,              0.0016566,              0.0016566
                     16,                 1.4844,                 2.0422,                 1.2836,                0.49809,                    0.4,                0.31568,                0.17847,                 1.5898,                  2.668,                 1.3564,              0.0017589,              0.0017589,              0.0017589
                     17,                 1.4471,                 1.8734,                 1.2755,                0.45384,                0.41692,                0.50832,                0.29458,                 1.4633,                  2.467,                 1.3513,              0.0018416,              0.0018416,              0.0018416
                     18,                  1.456,                 1.9241,                 1.2707,                0.47115,                    0.5,                0.47854,                0.26564,                 1.5531,                 2.6736,                  1.499,              0.0018416,              0.0018416,              0.0018416
                     19,                 1.5474,                 2.0735,                 1.2829,                0.96497,                    0.3,                0.47475,                0.27065,                  1.566,                 2.5237,                 1.3376,              0.0018317,              0.0018317,              0.0018317
                     20,                 1.5947,                  1.786,                 1.3868,                      1,                0.39167,                0.57435,                 0.3366,                 1.6042,                 1.9492,                 1.4034,              0.0018218,              0.0018218,              0.0018218
                     21,                 1.5945,                  1.908,                 1.2911,                0.69792,                0.69376,                0.66702,                0.31868,                 1.7235,                 1.7874,                 1.7646,              0.0018119,              0.0018119,              0.0018119
                     22,                 1.5709,                 1.9403,                 1.2503,                0.60448,                0.76599,                0.72955,                0.41181,                 1.7109,                 1.6949,                 1.6582,               0.001802,               0.001802,               0.001802
                     23,                 1.4569,                 1.7745,                 1.2007,                0.82469,                    0.7,                0.76835,                0.47909,                 1.6048,                 1.4646,                  1.538,              0.0017921,              0.0017921,              0.0017921
                     24,                 1.5872,                 1.8319,                 1.3236,                0.59243,                    0.6,                0.52539,                0.32517,                 1.8442,                 2.3176,                 1.5938,              0.0017822,              0.0017822,              0.0017822
                     25,                 1.4117,                 1.5858,                 1.2279,                  0.544,                 0.4792,                0.40823,                0.21759,                 1.9074,                 2.5869,                 1.5737,              0.0017723,              0.0017723,              0.0017723
                     26,                 1.3814,                 1.5678,                 1.2339,                0.93983,                    0.6,                0.71609,                0.34965,                 2.0451,                 1.8257,                 1.8775,              0.0017624,              0.0017624,              0.0017624
                     27,                 1.4433,                 1.5279,                 1.2357,                0.83093,                    0.6,                0.71935,                0.35653,                 1.9831,                 1.6023,                 1.7449,              0.0017525,              0.0017525,              0.0017525
                     28,                 1.4548,                 1.5567,                  1.179,                0.57869,                    0.4,                0.45767,                0.28947,                 1.9401,                 2.2249,                 1.7243,              0.0017426,              0.0017426,              0.0017426
                     29,                 1.4611,                 1.5069,                 1.2515,                0.39581,                0.32997,                0.25396,                 0.1935,                 2.1094,                 2.8667,                 1.6744,              0.0017327,              0.0017327,              0.0017327
                     30,                 1.5278,                 1.6269,                 1.1962,                0.53393,                    0.6,                0.48438,                0.22398,                 1.8471,                 2.1848,                 1.5428,              0.0017228,              0.0017228,              0.0017228
                     31,                 1.3307,                 1.2583,                 1.1667,                0.85195,                0.57819,                0.71809,                 0.3803,                 1.5566,                 1.7309,                 1.4317,              0.0017129,              0.0017129,              0.0017129
                     32,                 1.3961,                 1.4571,                 1.2467,                0.74667,                0.59068,                 0.5803,                0.35272,                 1.5156,                 1.8169,                 1.3705,               0.001703,               0.001703,               0.001703
                     33,                 1.3497,                 1.4158,                 1.1894,                0.95343,                    0.5,                0.62337,                0.32847,                 1.4533,                 2.0467,                 1.3244,              0.0016931,              0.0016931,              0.0016931
                     34,                 1.3916,                 1.3973,                 1.2175,                0.46882,                    0.5,                0.40115,                0.17515,                 1.8011,                  2.387,                 1.5846,              0.0016832,              0.0016832,              0.0016832
                     35,                 1.5566,                 1.9417,                 1.3677,                0.96376,                    0.5,                 0.5501,                0.29853,                 1.6508,                 1.9472,                 1.5248,              0.0016733,              0.0016733,              0.0016733
                     36,                 1.4032,                 1.3768,                 1.2525,                0.78561,                0.37122,                0.44268,                0.17869,                 1.9957,                 2.5571,                 1.5638,              0.0016634,              0.0016634,              0.0016634
                     37,                 1.4096,                 1.3517,                 1.2311,                      1,                0.47686,                0.52651,                0.22768,                 2.1099,                 2.4258,                 1.5695,              0.0016535,              0.0016535,              0.0016535
                     38,                 1.2456,                 1.3638,                 1.0943,                0.84395,                    0.6,                0.67678,                0.30335,                 1.8351,                 1.6509,                  1.633,              0.0016436,              0.0016436,              0.0016436
                     39,                 1.3371,                 1.2764,                 1.0932,                0.79645,                    0.5,                0.70502,                 0.3748,                 1.7369,                 1.5448,                 1.5671,              0.0016337,              0.0016337,              0.0016337
                     40,                 1.3883,                  1.332,                 1.2146,                0.51727,                    0.7,                0.58184,                 0.2841,                 1.6728,                 1.7791,                 1.4926,              0.0016238,              0.0016238,              0.0016238
                     41,                 1.3517,                 1.2381,                 1.1595,                0.50189,                    0.7,                0.62131,                0.31243,                 1.5364,                 1.6733,                 1.3368,              0.0016139,              0.0016139,              0.0016139
                     42,                 1.3852,                 1.2509,                 1.1334,                0.76383,                0.64978,                0.76511,                 0.4351,                 1.6684,                  1.581,                 1.4169,               0.001604,               0.001604,               0.001604
                     43,                 1.4241,                 1.3975,                 1.1828,                0.97216,                    0.5,                0.71001,                0.41181,                 1.5599,                 1.3756,                 1.3065,              0.0015941,              0.0015941,              0.0015941
                     44,                 1.2511,                 1.1261,                 1.1277,                0.97185,                    0.5,                0.66928,                0.36368,                 1.7065,                 1.3904,                  1.484,              0.0015842,              0.0015842,              0.0015842
                     45,                 1.2225,                 1.1132,                 1.1177,                0.76245,                0.64483,                0.69587,                0.37254,                 1.7531,                 1.4611,                 1.5574,              0.0015743,              0.0015743,              0.0015743
                     46,                 1.5091,                 1.5029,                 1.2903,                0.98064,                    0.4,                 0.5247,                0.28866,                  1.737,                 1.8088,                 1.5049,              0.0015644,              0.0015644,              0.0015644
                     47,                  1.357,                 1.3539,                 1.2083,                0.69424,                    0.5,                0.57168,                0.31782,                 1.7125,                 1.8186,                 1.4473,              0.0015545,              0.0015545,              0.0015545
                     48,                 1.3204,                  1.333,                 1.1481,                      1,                0.67407,                0.73396,                0.42928,                  1.663,                 1.3882,                 1.4213,              0.0015446,              0.0015446,              0.0015446
                     49,                  1.345,                 1.2369,                 1.1509,                      1,                0.69039,                0.76099,                0.47724,                 1.6317,                 1.2676,                 1.3986,              0.0015347,              0.0015347,              0.0015347
                     50,                 1.2172,                 1.1259,                 1.0989,                0.98259,                    0.6,                0.73605,                0.40657,                 1.5296,                 1.3899,                 1.3819,              0.0015248,              0.0015248,              0.0015248
                     51,                 1.2024,                 1.0603,                  1.134,                0.96857,                    0.6,                 0.6751,                0.33849,                 1.5272,                 1.6109,                 1.3926,              0.0015149,              0.0015149,              0.0015149
                     52,                 1.1855,                 1.0269,                 1.0829,                0.77701,                    0.7,                0.69528,                 0.3771,                 1.6223,                  1.419,                 1.3831,               0.001505,               0.001505,               0.001505
                     53,                 1.1919,                 1.0208,                  1.135,                0.85653,                    0.7,                0.76007,                0.43789,                 1.6857,                 1.3105,                 1.4304,              0.0014951,              0.0014951,              0.0014951
                     54,                 1.2784,                 1.1314,                 1.1393,                0.87214,                    0.8,                0.81712,                0.51019,                 1.5841,                 1.1299,                 1.3824,              0.0014852,              0.0014852,              0.0014852
                     55,                 1.2185,                 1.0204,                 1.0905,                0.86096,                    0.7,                0.80789,                0.49088,                 1.5583,                 1.0908,                 1.3918,              0.0014753,              0.0014753,              0.0014753
                     56,                 1.2197,                 1.0535,                  1.123,                0.82492,                    0.6,                0.65678,                0.35279,                 1.7132,                 1.5477,                 1.4818,              0.0014654,              0.0014654,              0.0014654
                     57,                 1.1418,                0.98077,                  1.079,                0.98367,                    0.5,                0.61853,                 0.2995,                 1.6373,                 1.6004,                 1.4518,              0.0014555,              0.0014555,              0.0014555
                     58,                 1.1844,                 1.0108,                 1.0965,                0.97043,                    0.5,                0.68507,                0.35742,                 1.5869,                 1.3005,                 1.3624,              0.0014456,              0.0014456,              0.0014456
