                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                 1.2786,                 1.0344,                  1.201,                0.91747,                    0.8,                0.80145,                0.40724,                 1.6339,                 1.5672,                 1.4207,              0.0014258,              0.0014258,              0.0014258
                     61,                 1.2607,                 1.0879,                 1.1285,                0.88732,                0.78869,                0.79321,                0.43153,                 1.6396,                  1.535,                 1.4542,              0.0014159,              0.0014159,              0.0014159
                     62,                 1.1989,                 1.0827,                 1.1239,                0.53811,                    0.7,                0.59903,                0.33336,                 1.6151,                 1.6381,                 1.4535,               0.001406,               0.001406,               0.001406
                     63,                 1.3408,                 1.0722,                 1.1508,                0.87456,                0.69754,                0.76079,                0.43695,                 1.5209,                  1.396,                 1.3612,              0.0013961,              0.0013961,              0.0013961
                     64,                 1.2379,                 0.9921,                 1.1853,                0.61725,                    0.6,                0.64327,                0.28136,                 2.0206,                 1.5346,                 1.7249,              0.0013862,              0.0013862,              0.0013862
                     65,                  1.273,                 1.0739,                 1.1573,                0.95481,                    0.5,                0.64604,                0.30396,                 1.8184,                 1.4851,                  1.647,              0.0013763,              0.0013763,              0.0013763
                     66,                 1.2553,                 1.1092,                 1.1167,                0.69287,                    0.5,                0.60761,                0.36267,                 1.7016,                 1.6385,                 1.6233,              0.0013664,              0.0013664,              0.0013664
                     67,                 1.1974,                 1.0805,                 1.1163,                0.66922,                    0.7,                0.67257,                0.36942,                 1.5815,                 1.4664,                 1.4893,              0.0013565,              0.0013565,              0.0013565
                     68,                 1.0595,                0.94597,                 1.0914,                  0.774,                    0.7,                0.73904,                0.41895,                 1.5436,                 1.4278,                 1.4539,              0.0013466,              0.0013466,              0.0013466
                     69,                 1.1336,                0.98244,                 1.1722,                0.70654,                    0.6,                0.66565,                0.41002,                 1.6234,                 1.4732,                 1.5325,              0.0013367,              0.0013367,              0.0013367
                     70,                 1.1524,                 1.0002,                 1.1208,                0.97628,                    0.7,                0.75437,                0.39977,                 1.6925,                  1.558,                 1.4743,              0.0013268,              0.0013268,              0.0013268
                     71,                 1.1985,                0.98055,                 1.0991,                0.79162,                    0.8,                0.77622,                0.36652,                  2.004,                 1.5235,                 1.8263,              0.0013169,              0.0013169,              0.0013169
                     72,                   1.16,                0.98604,                 1.1145,                0.64019,                    0.7,                0.68164,                0.34705,                 1.8256,                 1.5076,                 1.6354,               0.001307,               0.001307,               0.001307
                     73,                 1.1327,                0.97999,                  1.097,                0.85016,                    0.8,                0.79723,                0.40753,                 1.8305,                 1.3283,                 1.5794,              0.0012971,              0.0012971,              0.0012971
                     74,                 1.1094,                0.85798,                  1.101,                0.88625,                0.78101,                0.78091,                 0.3842,                 1.9706,                 1.3264,                  1.685,              0.0012872,              0.0012872,              0.0012872
                     75,                 1.0927,                0.83281,                 1.1088,                0.73335,                    0.8,                0.74289,                 0.3525,                  1.994,                 1.2965,                 1.7229,              0.0012773,              0.0012773,              0.0012773
                     76,                 1.0929,                0.85882,                 1.0684,                0.71954,                    0.8,                0.78379,                0.42632,                 1.6599,                 1.1903,                  1.524,              0.0012674,              0.0012674,              0.0012674
                     77,                 1.2397,                0.97128,                  1.162,                      1,                0.67685,                0.79043,                0.44453,                  1.688,                 1.1372,                 1.5684,              0.0012575,              0.0012575,              0.0012575
                     78,                 1.1407,                0.84025,                 1.0766,                 0.9712,                    0.7,                0.74305,                0.38024,                  1.844,                 1.3662,                 1.5561,              0.0012476,              0.0012476,              0.0012476
                     79,                 1.1505,                0.91848,                 1.0984,                0.96742,                    0.7,                0.75404,                0.44842,                 1.7088,                 1.1558,                 1.5267,              0.0012377,              0.0012377,              0.0012377
                     80,                 1.0558,                0.84976,                 1.0458,                      1,                0.66945,                0.77625,                0.47519,                 1.6023,                  1.166,                 1.5637,              0.0012278,              0.0012278,              0.0012278
                     81,                 1.0146,                0.82988,                  1.027,                      1,                0.58592,                0.74719,                  0.402,                 1.7411,                 1.3157,                 1.6563,              0.0012179,              0.0012179,              0.0012179
                     82,                 1.0649,                0.82904,                 1.0465,                      1,                0.59926,                0.65926,                0.31286,                 2.0376,                 1.5079,                 1.9361,               0.001208,               0.001208,               0.001208
                     83,                 1.1534,                0.84634,                 1.0753,                0.99074,                    0.6,                0.68781,                0.36868,                  1.855,                 1.5008,                 1.6117,              0.0011981,              0.0011981,              0.0011981
                     84,                 1.0461,                0.82566,                 1.0743,                      1,                0.59217,                0.69215,                0.43513,                 1.6248,                 1.4011,                 1.5346,              0.0011882,              0.0011882,              0.0011882
                     85,                 1.0707,                0.80789,                 1.0593,                0.99767,                    0.6,                0.72041,                0.44452,                 1.5987,                 1.3061,                 1.4754,              0.0011783,              0.0011783,              0.0011783
                     86,                 1.0959,                0.78161,                 1.0955,                 0.9818,                    0.6,                0.73792,                0.40921,                  1.662,                 1.4061,                 1.4694,              0.0011684,              0.0011684,              0.0011684
                     87,                 1.1468,                0.84759,                 1.0983,                0.98147,                    0.6,                0.75321,                0.41521,                 1.6232,                  1.314,                 1.4664,              0.0011585,              0.0011585,              0.0011585
                     88,                 1.0681,                0.85519,                 1.0718,                      1,                0.69144,                0.73544,                0.39704,                 1.7437,                 1.2624,                 1.5649,              0.0011486,              0.0011486,              0.0011486
                     89,                 1.0497,                0.79841,                 1.0416,                      1,                 0.6931,                0.72066,                  0.381,                 1.7866,                 1.2723,                 1.5593,              0.0011387,              0.0011387,              0.0011387
                     90,                 1.1043,                0.89156,                 1.0681,                0.86805,                    0.7,                0.74689,                0.40247,                 1.7232,                 1.4028,                 1.4077,              0.0011288,              0.0011288,              0.0011288
                     91,                 1.0288,                0.77649,                 1.0636,                0.94572,                    0.4,                0.61372,                0.32818,                  1.812,                 1.7507,                 1.5422,              0.0011189,              0.0011189,              0.0011189
                     92,                0.97583,                0.77699,                 1.0207,                0.83172,                    0.6,                 0.7144,                0.40009,                 1.6019,                 1.3756,                 1.3595,               0.001109,               0.001109,               0.001109
                     93,                 1.0184,                 0.7741,                 1.0468,                0.79894,                0.79521,                0.81205,                0.45429,                 1.4881,                 1.0182,                 1.3592,              0.0010991,              0.0010991,              0.0010991
                     94,                0.96065,                0.77626,                 1.0359,                0.98487,                    0.8,                0.83735,                0.46934,                  1.699,                 1.0071,                 1.5209,              0.0010892,              0.0010892,              0.0010892
                     95,                0.98872,                0.74352,                 1.0426,                0.98925,                    0.7,                0.84204,                0.43612,                 1.7997,                 1.1126,                 1.4975,              0.0010793,              0.0010793,              0.0010793
                     96,                0.98856,                 0.8057,                 1.0344,                0.97806,                    0.6,                 0.7224,                0.37368,                 1.7657,                  1.323,                 1.4291,              0.0010694,              0.0010694,              0.0010694
                     97,                0.95179,                0.70219,                  1.027,                      1,                0.59482,                0.73116,                0.42077,                 1.6515,                 1.2588,                 1.3661,              0.0010595,              0.0010595,              0.0010595
                     98,                 1.0579,                0.77621,                 1.0777,                      1,                0.68943,                0.82235,                0.41785,                 1.5819,                 1.0169,                 1.3635,              0.0010496,              0.0010496,              0.0010496
                     99,                0.98474,                0.72801,                 1.0002,                0.86087,                    0.7,                0.77319,                0.45483,                 1.5544,                 1.2369,                 1.3484,              0.0010397,              0.0010397,              0.0010397
                    100,                  1.033,                0.80818,                 1.0725,                0.85991,                    0.7,                0.69036,                0.44722,                 1.5205,                 1.5145,                 1.3366,              0.0010298,              0.0010298,              0.0010298
                    101,                 1.0993,                0.83351,                 1.1059,                0.96726,                    0.7,                0.76712,                 0.4626,                 1.5097,                 1.3649,                  1.402,              0.0010199,              0.0010199,              0.0010199
                    102,                0.99702,                0.79369,                  1.056,                0.85267,                    0.7,                 0.7455,                0.41094,                 1.4968,                 1.2165,                 1.3868,                0.00101,                0.00101,                0.00101
                    103,                 1.0051,                0.71601,                 1.0451,                 0.8746,                0.69774,                0.75305,                 0.4018,                 1.4906,                 1.2184,                 1.3742,              0.0010001,              0.0010001,              0.0010001
                    104,                  1.001,                0.73707,                 1.0216,                0.91613,                    0.6,                0.71652,                0.39214,                  1.461,                 1.1532,                 1.2984,              0.0009902,              0.0009902,              0.0009902
                    105,                0.99271,                0.72649,                 1.0793,                0.91738,                    0.6,                0.71419,                0.41553,                 1.4649,                 1.1421,                 1.2697,              0.0009803,              0.0009803,              0.0009803
                    106,                0.94305,                0.74173,                  1.042,                0.84165,                    0.6,                0.72774,                0.42459,                 1.5229,                 1.1682,                  1.301,              0.0009704,              0.0009704,              0.0009704
                    107,                0.94699,                0.72594,                0.99157,                0.85906,                    0.7,                0.72755,                0.44411,                 1.5252,                 1.1788,                 1.3259,              0.0009605,              0.0009605,              0.0009605
                    108,                0.95679,                  0.746,                 1.0045,                 0.9824,                    0.7,                0.73445,                0.42858,                 1.5559,                 1.1333,                 1.3733,              0.0009506,              0.0009506,              0.0009506
                    109,                0.93135,                0.74244,                0.95711,                0.98356,                    0.7,                0.77007,                0.43956,                 1.5744,                 1.1365,                 1.3824,              0.0009407,              0.0009407,              0.0009407
                    110,                0.96013,                0.70892,                0.98522,                0.97888,                    0.7,                0.80942,                0.50412,                 1.5006,                0.96411,                 1.3593,              0.0009308,              0.0009308,              0.0009308
                    111,                0.92558,                0.67831,                 1.0023,                0.97642,                    0.7,                 0.7975,                0.55146,                 1.4357,                 1.0151,                  1.298,              0.0009209,              0.0009209,              0.0009209
                    112,                0.91919,                0.67469,                0.98767,                      1,                 0.6904,                0.79708,                0.49851,                 1.5887,                 1.1024,                 1.4168,               0.000911,               0.000911,               0.000911
                    113,                0.97076,                 0.7408,                 1.0415,                0.96799,                    0.6,                0.77753,                0.46567,                  1.638,                 1.1302,                 1.4334,              0.0009011,              0.0009011,              0.0009011
                    114,                0.91812,                0.70124,                 1.0183,                 0.9681,                    0.7,                0.76177,                0.46134,                 1.5522,                 1.1047,                 1.3649,              0.0008912,              0.0008912,              0.0008912
                    115,                0.85932,                0.60038,                0.96435,                0.98721,                    0.7,                0.76487,                0.46349,                 1.6062,                 1.0176,                 1.4419,              0.0008813,              0.0008813,              0.0008813
                    116,                0.90162,                0.70826,                0.97882,                 0.9834,                    0.7,                0.77667,                0.42871,                 1.8201,                 1.1784,                 1.5211,              0.0008714,              0.0008714,              0.0008714
                    117,                 0.8619,                0.67756,                0.99179,                      1,                0.59808,                0.71303,                0.37257,                 1.8633,                 1.5018,                 1.5793,              0.0008615,              0.0008615,              0.0008615
                    118,                0.91693,                0.73108,                0.99474,                      1,                0.57542,                0.68087,                0.40634,                 1.7518,                 1.5044,                 1.5033,              0.0008516,              0.0008516,              0.0008516
                    119,                0.86593,                0.63878,                0.96514,                0.98401,                    0.6,                0.73078,                0.44779,                 1.6005,                 1.1149,                  1.514,              0.0008417,              0.0008417,              0.0008417
                    120,                0.85205,                0.62946,                0.96757,                      1,                0.79565,                0.80045,                0.45713,                 1.6465,                0.95019,                 1.6148,              0.0008318,              0.0008318,              0.0008318
                    121,                0.90962,                0.65989,                0.97389,                      1,                0.79769,                0.80189,                0.45105,                 1.5903,                0.96316,                 1.5896,              0.0008219,              0.0008219,              0.0008219
                    122,                0.89832,                0.68848,                0.99823,                  0.968,                    0.7,                0.75897,                0.43716,                 1.5028,                 1.0376,                 1.3926,               0.000812,               0.000812,               0.000812
                    123,                0.93812,                0.65053,                 1.0429,                0.85683,                    0.7,                0.74087,                 0.4234,                  1.452,                  1.031,                 1.3426,              0.0008021,              0.0008021,              0.0008021
                    124,                0.88984,                0.67674,                 1.0134,                0.88722,                    0.6,                0.70838,                0.42574,                 1.6086,                 1.2522,                 1.3461,              0.0007922,              0.0007922,              0.0007922
                    125,                0.88162,                0.62528,                0.98725,                0.90827,                    0.6,                0.71805,                0.44417,                  1.665,                 1.2562,                 1.4056,              0.0007823,              0.0007823,              0.0007823
                    126,                0.92917,                0.67677,                0.99601,                0.87246,                0.68577,                0.74019,                0.42297,                 1.6174,                 1.1562,                 1.4331,              0.0007724,              0.0007724,              0.0007724
                    127,                0.89869,                 0.6255,                0.94851,                0.95654,                    0.6,                0.70426,                0.39495,                 1.6787,                 1.1883,                 1.4496,              0.0007625,              0.0007625,              0.0007625
                    128,                0.93406,                0.68178,                0.96638,                0.85014,                    0.7,                0.73397,                0.43487,                 1.6272,                 1.1193,                 1.4732,              0.0007526,              0.0007526,              0.0007526
                    129,                0.88745,                0.59861,                0.97476,                0.96047,                    0.7,                0.74746,                0.46569,                 1.5321,                0.97633,                 1.4807,              0.0007427,              0.0007427,              0.0007427
                    130,                0.92874,                0.66788,                0.99167,                0.97566,                    0.7,                0.72846,                0.46147,                 1.5027,                 1.0114,                 1.4461,              0.0007328,              0.0007328,              0.0007328
                    131,                0.94348,                 0.6814,                 1.0095,                0.96734,                    0.7,                0.71141,                 0.4595,                 1.5084,                 1.1176,                 1.4243,              0.0007229,              0.0007229,              0.0007229
                    132,                0.85578,                 0.6067,                0.96837,                 0.9824,                    0.6,                0.69492,                0.41908,                 1.4342,                 1.2661,                  1.351,               0.000713,               0.000713,               0.000713
                    133,                0.82945,                0.59132,                0.96553,                0.99411,                    0.6,                0.70254,                0.43571,                 1.3693,                 1.2376,                 1.2999,              0.0007031,              0.0007031,              0.0007031
                    134,                0.88916,                0.62254,                0.97011,                      1,                0.69263,                0.79796,                0.54216,                 1.2626,                0.94406,                 1.2296,              0.0006932,              0.0006932,              0.0006932
                    135,                0.82827,                0.59519,                0.95599,                      1,                0.69117,                0.79942,                0.52688,                 1.3367,                0.97097,                 1.2809,              0.0006833,              0.0006833,              0.0006833
                    136,                0.80472,                0.58254,                0.93716,                0.97601,                    0.8,                0.82377,                0.51496,                 1.4088,                0.96371,                 1.3072,              0.0006734,              0.0006734,              0.0006734
                    137,                0.85689,                0.62347,                0.92993,                0.99008,                    0.8,                0.82409,                0.53641,                 1.4021,                0.92916,                 1.2774,              0.0006635,              0.0006635,              0.0006635
                    138,                0.70068,                0.53866,                0.92451,                0.99237,                    0.8,                0.81409,                0.49974,                 1.5042,                0.87331,                 1.4441,              0.0006536,              0.0006536,              0.0006536
                    139,                0.78361,                0.59592,                0.93127,                0.99378,                    0.8,                0.81367,                 0.4853,                 1.6032,                0.94301,                 1.5399,              0.0006437,              0.0006437,              0.0006437
                    140,                0.81501,                0.61458,                0.96643,                0.99578,                    0.8,                 0.8125,                0.46955,                 1.6092,                0.99419,                 1.5833,              0.0006338,              0.0006338,              0.0006338
                    141,                0.81155,                0.55873,                0.93496,                      1,                0.78724,                0.82367,                0.51213,                 1.5366,                0.89275,                 1.5341,              0.0006239,              0.0006239,              0.0006239
                    142,                0.82112,                0.62915,                0.96832,                0.66011,                    0.8,                0.72703,                0.43883,                 1.5998,                 1.2171,                 1.4031,               0.000614,               0.000614,               0.000614
                    143,                0.74464,                0.58123,                0.92469,                0.63883,                    0.8,                0.71474,                0.41849,                  1.625,                 1.2386,                 1.3945,              0.0006041,              0.0006041,              0.0006041
                    144,                0.77792,                 0.5778,                0.93763,                0.77342,                    0.7,                0.76682,                0.47536,                 1.5381,                 1.0352,                 1.3886,              0.0005942,              0.0005942,              0.0005942
                    145,                0.81628,                0.58716,                0.96169,                0.90696,                    0.7,                0.79362,                0.48459,                 1.5215,                0.95079,                 1.4359,              0.0005843,              0.0005843,              0.0005843
                    146,                0.80614,                0.60127,                0.95465,                0.92628,                    0.7,                0.79092,                0.50198,                 1.4588,                0.89518,                 1.4356,              0.0005744,              0.0005744,              0.0005744
                    147,                0.72813,                0.56447,                0.92625,                0.95439,                    0.7,                0.79621,                0.52189,                 1.4226,                0.90908,                 1.3943,              0.0005645,              0.0005645,              0.0005645
                    148,                0.73186,                0.55436,                0.93307,                0.88325,                    0.7,                0.79753,                0.48684,                 1.4892,                0.87827,                 1.3911,              0.0005546,              0.0005546,              0.0005546
                    149,                0.81621,                0.58316,                0.94894,                0.86057,                    0.7,                0.79019,                0.47426,                 1.5218,                0.95347,                 1.3833,              0.0005447,              0.0005447,              0.0005447
                    150,                0.72963,                0.55181,                0.88269,                0.91046,                    0.7,                0.82869,                 0.5136,                   1.53,                0.98222,                 1.4017,              0.0005348,              0.0005348,              0.0005348
                    151,                0.74486,                0.59235,                0.94012,                0.96152,                    0.7,                0.83521,                0.52215,                 1.5065,                0.91187,                 1.4255,              0.0005249,              0.0005249,              0.0005249
                    152,                0.80597,                0.56479,                0.93956,                0.88593,                0.77869,                0.84061,                0.53131,                 1.5061,                0.88669,                 1.4151,               0.000515,               0.000515,               0.000515
                    153,                0.75636,                0.55061,                0.93667,                0.88655,                0.78315,                0.83507,                0.51769,                 1.5278,                0.84939,                 1.3992,              0.0005051,              0.0005051,              0.0005051
                    154,                0.74138,                0.53185,                0.91769,                0.98227,                    0.7,                0.83494,                0.51956,                 1.6054,                0.86129,                  1.439,              0.0004952,              0.0004952,              0.0004952
