                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.3872,                 9.8388,                  1.843,                      0,                      0,                      0,                      0,                  1.672,                 6.0701,                 1.6595,                 0.0001,                 0.0001,                 0.0001
                      2,                 2.0181,                 12.504,                 1.6253,                0.00067,                0.18182,                0.00047,                0.00034,                 1.7259,                 5.9721,                 1.5772,             0.00021891,             0.00021891,             0.00021891
                      3,                 1.9693,                 6.3919,                 1.5457,                0.63736,                0.27273,                0.27919,                0.16381,                 1.6759,                 7.8246,                 1.4591,             0.00033663,             0.00033663,             0.00033663
                      4,                 1.6454,                 3.4591,                 1.3642,                0.00399,                0.18182,                0.00248,                 0.0011,                 1.8906,                 15.638,                 1.5177,             0.00045317,             0.00045317,             0.00045317
                      5,                 1.6477,                 3.2873,                 1.3595,                0.86808,                0.18182,                0.22583,                0.17468,                  1.401,                 5.0254,                 1.1582,             0.00056852,             0.00056852,             0.00056852
                      6,                 1.6211,                   2.75,                 1.2472,                0.10501,                0.27273,                0.04654,                0.03397,                 1.4207,                 4.7324,                 1.2664,             0.00068267,             0.00068267,             0.00068267
                      7,                 1.6388,                 2.5194,                 1.2716,                0.00743,                0.36364,                0.00579,                0.00363,                 1.3683,                 158.01,                 1.2593,             0.00079565,             0.00079565,             0.00079565
                      8,                 1.5449,                 1.8956,                 1.2622,                0.01541,                0.27273,                0.00922,                0.00654,                 1.2795,                 46.726,                 1.1751,             0.00090743,             0.00090743,             0.00090743
                      9,                  1.778,                 2.2423,                 1.3318,                 0.0028,                0.54545,                0.00227,                0.00133,                 1.9623,                 662.78,                 3.3352,               0.001018,               0.001018,               0.001018
                     10,                  1.629,                 2.1719,                 1.2352,                0.00612,                0.27273,                0.00402,                0.00138,                 2.7824,                  490.7,                 4.5408,              0.0011274,              0.0011274,              0.0011274
                     11,                 1.5589,                 1.6862,                 1.2546,                0.00067,                0.18182,                0.00058,                0.00019,                 4.3192,                    inf,                 38.178,              0.0012357,              0.0012357,              0.0012357
                     12,                  1.602,                 1.8853,                 1.3245,                0.01248,                0.09091,                0.00222,                0.00032,                 3.5011,                 29.827,                 10.425,              0.0013427,              0.0013427,              0.0013427
                     13,                 1.6621,                 1.8579,                  1.268,                0.00393,                0.27273,                 0.0034,                 0.0016,                 3.1082,                 5.5102,                 5.7989,              0.0014485,              0.0014485,              0.0014485
                     14,                 1.6537,                 1.7168,                 1.3248,                0.00393,                0.27273,                 0.0034,                 0.0016,                 4.1061,                 15.736,                 19.956,              0.0015532,              0.0015532,              0.0015532
                     15,                 1.6002,                 1.7737,                 1.2437,                0.00515,                0.09091,                0.00291,                0.00029,                 4.2412,                 32.314,                 15.065,              0.0016566,              0.0016566,              0.0016566
