                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.2864,                 5.0443,                 1.7572,                      0,                      0,                      0,                      0,                 1.7915,                 5.4648,                 1.5695,                 0.0001,                 0.0001,                 0.0001
                      2,                 2.0814,                 4.8868,                 1.6885,                0.00037,                    0.1,                0.00022,                0.00017,                 1.7727,                 5.2831,                  1.481,             0.00021891,             0.00021891,             0.00021891
                      3,                 1.7041,                 3.9034,                 1.4022,                0.00111,                    0.3,                0.00153,                0.00115,                 1.6537,                 4.8336,                  1.295,             0.00033663,             0.00033663,             0.00033663
                      4,                 1.6685,                 3.0644,                 1.3241,                0.00148,                    0.4,                0.00232,                0.00104,                 1.5997,                 4.6841,                 1.2541,             0.00045317,             0.00045317,             0.00045317
                      5,                 1.5449,                 2.6322,                 1.3244,                0.00111,                    0.3,                0.00132,                0.00078,                 1.4653,                 4.4893,                 1.1247,             0.00056852,             0.00056852,             0.00056852
                      6,                 1.6595,                 2.6315,                 1.3739,                0.00222,                    0.6,                0.00352,                0.00158,                  1.238,                 4.3135,                 1.0475,             0.00068267,             0.00068267,             0.00068267
                      7,                 1.5668,                 2.5962,                 1.3269,                0.00222,                    0.6,                 0.0028,                0.00148,                 1.5333,                  4.358,                 1.1383,             0.00079565,             0.00079565,             0.00079565
                      8,                 1.5705,                 2.2604,                 1.2324,                0.00185,                    0.5,                0.09655,                0.06718,                  1.676,                 4.4639,                  1.188,             0.00090743,             0.00090743,             0.00090743
                      9,                 1.5518,                 2.4846,                 1.3112,                0.00111,                    0.3,                0.00749,                0.00525,                 1.6378,                 4.5173,                 1.1636,               0.001018,               0.001018,               0.001018
                     10,                 1.5508,                 2.2181,                 1.2706,                0.88501,                    0.2,                0.33832,                0.23584,                 1.5432,                  3.788,                 1.1291,              0.0011274,              0.0011274,              0.0011274
                     11,                 1.4866,                 2.0923,                 1.2496,                0.75622,                    0.2,                 0.3616,                0.27054,                 1.4502,                 3.6692,                 1.1055,              0.0012357,              0.0012357,              0.0012357
                     12,                 1.4074,                 2.1694,                 1.2031,                      1,                0.37654,                0.39567,                0.24157,                 1.6264,                 3.3983,                 1.1788,              0.0013427,              0.0013427,              0.0013427
                     13,                 1.4673,                 2.0935,                 1.2477,                0.92071,                    0.3,                0.30532,                0.22639,                 1.6422,                 3.1032,                 1.1804,              0.0014485,              0.0014485,              0.0014485
                     14,                 1.5861,                 2.1171,                 1.2975,                      1,                0.27905,                0.43349,                0.25595,                 1.6999,                 3.0434,                 1.2109,              0.0015532,              0.0015532,              0.0015532
                     15,                 1.4874,                 2.2149,                 1.2565,                      1,                0.35895,                0.65044,                0.35226,                 1.8119,                 2.8129,                 1.2306,              0.0016566,              0.0016566,              0.0016566
                     16,                 1.5036,                 2.2033,                 1.2596,                0.76697,                    0.3,                0.30864,                0.12598,                 2.1173,                 4.3155,                  1.534,              0.0017589,              0.0017589,              0.0017589
                     17,                 1.5637,                 2.2222,                 1.3956,                 0.7351,                    0.3,                0.32873,                0.17283,                 1.8104,                 5.8093,                 1.2832,              0.0018416,              0.0018416,              0.0018416
                     18,                   1.65,                 2.2402,                 1.3891,                0.77702,                    0.4,                0.42951,                0.12989,                 2.0263,                 3.4719,                 1.4689,              0.0018416,              0.0018416,              0.0018416
                     19,                 1.5646,                 2.0536,                 1.3201,                0.72366,                0.26839,                0.28532,                0.12529,                  1.797,                 2.9893,                 1.3989,              0.0018317,              0.0018317,              0.0018317
                     20,                 1.6478,                 2.1479,                 1.4253,                0.95407,                    0.1,                0.14397,                0.11381,                  1.785,                 3.6463,                 1.4209,              0.0018218,              0.0018218,              0.0018218
                     21,                 1.7695,                 2.1269,                 1.3356,                0.58247,                    0.3,                0.27414,                0.16992,                 1.8695,                  3.153,                 1.4209,              0.0018119,              0.0018119,              0.0018119
                     22,                 1.6534,                 1.9096,                 1.2944,                0.94748,                    0.4,                0.50047,                0.24048,                 2.0629,                  2.647,                 1.4953,               0.001802,               0.001802,               0.001802
                     23,                 1.5851,                 1.8157,                 1.2494,                0.97895,                    0.4,                0.51101,                0.22045,                 2.0957,                  2.824,                 1.5105,              0.0017921,              0.0017921,              0.0017921
                     24,                 1.5449,                 1.8305,                 1.2504,                 0.9662,                    0.3,                0.40719,                0.20614,                 1.5857,                 3.0659,                 1.1883,              0.0017822,              0.0017822,              0.0017822
                     25,                  1.485,                 1.9398,                 1.3518,                0.78987,                    0.5,                0.49996,                0.26499,                 1.5443,                  2.912,                 1.1239,              0.0017723,              0.0017723,              0.0017723
                     26,                 1.5037,                  1.696,                 1.2319,                0.37416,                0.29905,                0.19914,                0.11201,                 1.6332,                 3.3241,                 1.2455,              0.0017624,              0.0017624,              0.0017624
                     27,                 1.4474,                 1.5801,                 1.1995,                0.96108,                    0.4,                0.50827,                0.28112,                 1.5034,                 2.4688,                 1.0583,              0.0017525,              0.0017525,              0.0017525
                     28,                 1.4864,                 1.4748,                 1.2645,                0.61119,                    0.5,                0.56775,                0.30463,                 1.4664,                 2.2989,                 1.1145,              0.0017426,              0.0017426,              0.0017426
                     29,                  1.547,                 1.5816,                 1.3035,                      1,                 0.2984,                0.45012,                0.27575,                 1.5454,                 2.4915,                   1.13,              0.0017327,              0.0017327,              0.0017327
